index,년월,시도명,시군구명,연령대코드,결제상품명,사용빈도
2,2019-04-01,경기도,가평군,20,가평사랑상품권,3
3,2019-04-01,경기도,가평군,30,가평사랑상품권,37
5,2019-04-01,경기도,가평군,40,가평사랑상품권,23
6,2019-04-01,경기도,가평군,50,가평사랑상품권,85
8,2019-04-01,경기도,가평군,60,가평사랑상품권,2
10,2019-04-01,경기도,고양시 덕양구,20,고양페이카드,21
14,2019-04-01,경기도,고양시 덕양구,30,고양페이카드,39
16,2019-04-01,경기도,고양시 덕양구,40,고양페이카드,58
19,2019-04-01,경기도,고양시 덕양구,50,고양페이카드,64
23,2019-04-01,경기도,고양시 일산동구,10,고양페이카드,4
24,2019-04-01,경기도,고양시 일산동구,20,고양페이카드,19
25,2019-04-01,경기도,고양시 일산동구,30,고양페이카드,40
27,2019-04-01,경기도,고양시 일산동구,40,고양페이카드,30
28,2019-04-01,경기도,고양시 일산동구,50,고양페이카드,26
30,2019-04-01,경기도,고양시 일산동구,60,고양페이카드,4
647,2019-05-01,경기도,고양시 일산동구,10,고양페이카드,44
649,2019-05-01,경기도,고양시 일산동구,20,고양페이카드,213
31,2019-04-01,경기도,고양시 일산서구,20,고양페이카드,8
37,2019-04-01,경기도,고양시 일산서구,30,고양페이카드,20
39,2019-04-01,경기도,고양시 일산서구,40,고양페이카드,37
44,2019-04-01,경기도,고양시 일산서구,50,고양페이카드,39
48,2019-04-01,경기도,고양시 일산서구,60,고양페이카드,5
53,2019-04-01,경기도,고양시 일산서구,70,고양페이카드,1
660,2019-05-01,경기도,고양시 일산서구,10,고양페이카드,26
661,2019-05-01,경기도,고양시 일산서구,20,고양페이카드,150
663,2019-05-01,경기도,고양시 일산서구,30,고양페이카드,500
665,2019-05-01,경기도,고양시 일산서구,40,고양페이카드,674
668,2019-05-01,경기도,고양시 일산서구,50,고양페이카드,440
669,2019-05-01,경기도,고양시 일산서구,60,고양페이카드,96
670,2019-05-01,경기도,고양시 일산서구,70,고양페이카드,14
973,2019-06-01,경기도,고양시 일산서구,10,고양페이카드,72
974,2019-06-01,경기도,고양시 일산서구,20,고양페이카드,434
976,2019-06-01,경기도,고양시 일산서구,30,고양페이카드,1075
977,2019-06-01,경기도,고양시 일산서구,40,고양페이카드,1534
978,2019-06-01,경기도,고양시 일산서구,50,고양페이카드,886
979,2019-06-01,경기도,고양시 일산서구,60,고양페이카드,208
980,2019-06-01,경기도,고양시 일산서구,70,고양페이카드,14
54,2019-04-01,경기도,과천시,20,과천화폐 과천토리,15
55,2019-04-01,경기도,과천시,30,과천화폐 과천토리,25
61,2019-04-01,경기도,과천시,40,과천화폐 과천토리,74
65,2019-04-01,경기도,과천시,50,과천화폐 과천토리,36
66,2019-04-01,경기도,과천시,60,과천화폐 과천토리,3
67,2019-04-01,경기도,과천시,70,과천화폐 과천토리,1
671,2019-05-01,경기도,과천시,10,과천화폐 과천토리,3
68,2019-04-01,경기도,광명시,10,광명사랑화폐,21
69,2019-04-01,경기도,광명시,20,광명사랑화폐,233
70,2019-04-01,경기도,광명시,30,광명사랑화폐,503
71,2019-04-01,경기도,광명시,40,광명사랑화폐,1504
72,2019-04-01,경기도,광명시,50,광명사랑화폐,1220
73,2019-04-01,경기도,광명시,60,광명사랑화폐,154
74,2019-04-01,경기도,광명시,70,광명사랑화폐,30
75,2019-04-01,경기도,광명시,80,광명사랑화폐,1
76,2019-04-01,경기도,광주시,10,광주사랑카드,5
80,2019-04-01,경기도,광주시,20,광주사랑카드,51
85,2019-04-01,경기도,광주시,30,광주사랑카드,123
89,2019-04-01,경기도,광주시,40,광주사랑카드,238
99,2019-04-01,경기도,광주시,50,광주사랑카드,189
103,2019-04-01,경기도,광주시,60,광주사랑카드,12
686,2019-05-01,경기도,광주시,10,광주사랑카드,20
687,2019-05-01,경기도,광주시,20,광주사랑카드,160
688,2019-05-01,경기도,광주시,30,광주사랑카드,584
689,2019-05-01,경기도,광주시,40,광주사랑카드,926
690,2019-05-01,경기도,광주시,50,광주사랑카드,641
691,2019-05-01,경기도,광주시,60,광주사랑카드,58
692,2019-05-01,경기도,광주시,70,광주사랑카드,5
997,2019-06-01,경기도,광주시,10,광주사랑카드,62
998,2019-06-01,경기도,광주시,20,광주사랑카드,388
999,2019-06-01,경기도,광주시,30,광주사랑카드,1086
1000,2019-06-01,경기도,광주시,40,광주사랑카드,1365
1001,2019-06-01,경기도,광주시,50,광주사랑카드,762
1002,2019-06-01,경기도,광주시,60,광주사랑카드,106
1003,2019-06-01,경기도,광주시,70,광주사랑카드,12
1004,2019-06-01,경기도,광주시,80,광주사랑카드,3
1331,2019-07-01,경기도,광주시,10,광주사랑카드,55
1332,2019-07-01,경기도,광주시,20,광주사랑카드,450
1333,2019-07-01,경기도,광주시,30,광주사랑카드,1548
145,2019-04-01,경기도,동두천시,10,동두천사랑카드,29
146,2019-04-01,경기도,동두천시,20,동두천사랑카드,110
151,2019-04-01,경기도,동두천시,30,동두천사랑카드,323
153,2019-04-01,경기도,동두천시,40,동두천사랑카드,297
164,2019-04-01,경기도,동두천시,50,동두천사랑카드,165
171,2019-04-01,경기도,동두천시,60,동두천사랑카드,33
172,2019-04-01,경기도,동두천시,70,동두천사랑카드,17
732,2019-05-01,경기도,동두천시,10,동두천사랑카드,52
733,2019-05-01,경기도,동두천시,20,동두천사랑카드,254
734,2019-05-01,경기도,동두천시,30,동두천사랑카드,813
736,2019-05-01,경기도,동두천시,40,동두천사랑카드,803
738,2019-05-01,경기도,동두천시,50,동두천사랑카드,422
739,2019-05-01,경기도,동두천시,60,동두천사랑카드,109
740,2019-05-01,경기도,동두천시,70,동두천사랑카드,35
741,2019-05-01,경기도,동두천시,80,동두천사랑카드,4
1040,2019-06-01,경기도,동두천시,10,동두천사랑카드,37
1041,2019-06-01,경기도,동두천시,20,동두천사랑카드,195
1043,2019-06-01,경기도,동두천시,30,동두천사랑카드,673
1045,2019-06-01,경기도,동두천시,40,동두천사랑카드,702
1046,2019-06-01,경기도,동두천시,50,동두천사랑카드,526
1047,2019-06-01,경기도,동두천시,60,동두천사랑카드,138
226,2019-04-01,경기도,수원시 권선구,10,수원페이,5
229,2019-04-01,경기도,수원시 권선구,20,수원페이,94
235,2019-04-01,경기도,수원시 권선구,30,수원페이,306
238,2019-04-01,경기도,수원시 권선구,40,수원페이,356
244,2019-04-01,경기도,수원시 권선구,50,수원페이,290
245,2019-04-01,경기도,수원시 권선구,60,수원페이,31
247,2019-04-01,경기도,수원시 권선구,70,수원페이,1
248,2019-04-01,경기도,수원시 영통구,10,수원페이,17
250,2019-04-01,경기도,수원시 영통구,20,수원페이,173
252,2019-04-01,경기도,수원시 영통구,30,수원페이,364
258,2019-04-01,경기도,수원시 영통구,40,수원페이,484
262,2019-04-01,경기도,수원시 영통구,50,수원페이,198
264,2019-04-01,경기도,수원시 영통구,60,수원페이,25
266,2019-04-01,경기도,수원시 장안구,20,수원페이,93
267,2019-04-01,경기도,수원시 장안구,30,수원페이,356
269,2019-04-01,경기도,수원시 장안구,40,수원페이,425
275,2019-04-01,경기도,수원시 장안구,50,수원페이,289
276,2019-04-01,경기도,수원시 장안구,60,수원페이,63
277,2019-04-01,경기도,수원시 장안구,70,수원페이,3
278,2019-04-01,경기도,수원시 장안구,80,수원페이,2
279,2019-04-01,경기도,수원시 팔달구,10,수원페이,6
280,2019-04-01,경기도,수원시 팔달구,20,수원페이,117
282,2019-04-01,경기도,수원시 팔달구,30,수원페이,341
283,2019-04-01,경기도,수원시 팔달구,40,수원페이,472
286,2019-04-01,경기도,수원시 팔달구,50,수원페이,370
287,2019-04-01,경기도,수원시 팔달구,60,수원페이,61
288,2019-04-01,경기도,수원시 팔달구,70,수원페이,25
289,2019-04-01,경기도,수원시 팔달구,80,수원페이,1
758,2019-05-01,경기도,수원시 권선구,10,수원페이,15
759,2019-05-01,경기도,수원시 권선구,20,수원페이,555
760,2019-05-01,경기도,수원시 권선구,30,수원페이,1235
761,2019-05-01,경기도,수원시 권선구,40,수원페이,1410
762,2019-05-01,경기도,수원시 권선구,50,수원페이,1045
763,2019-05-01,경기도,수원시 권선구,60,수원페이,104
764,2019-05-01,경기도,수원시 권선구,70,수원페이,6
765,2019-05-01,경기도,수원시 영통구,10,수원페이,36
766,2019-05-01,경기도,수원시 영통구,20,수원페이,915
769,2019-05-01,경기도,수원시 영통구,30,수원페이,1919
771,2019-05-01,경기도,수원시 영통구,40,수원페이,2215
309,2019-04-01,경기도,안산시 단원구,10,안산사랑상품권 다온,12
311,2019-04-01,경기도,안산시 단원구,20,안산사랑상품권 다온,219
317,2019-04-01,경기도,안산시 단원구,30,안산사랑상품권 다온,712
319,2019-04-01,경기도,안산시 단원구,40,안산사랑상품권 다온,1169
321,2019-04-01,경기도,안산시 단원구,50,안산사랑상품권 다온,653
325,2019-04-01,경기도,안산시 단원구,60,안산사랑상품권 다온,58
326,2019-04-01,경기도,안산시 단원구,70,안산사랑상품권 다온,4
327,2019-04-01,경기도,안산시 상록구,10,안산사랑상품권 다온,7
328,2019-04-01,경기도,안산시 상록구,20,안산사랑상품권 다온,163
329,2019-04-01,경기도,안산시 상록구,30,안산사랑상품권 다온,377
330,2019-04-01,경기도,안산시 상록구,40,안산사랑상품권 다온,626
331,2019-04-01,경기도,안산시 상록구,50,안산사랑상품권 다온,540
332,2019-04-01,경기도,안산시 상록구,60,안산사랑상품권 다온,83
333,2019-04-01,경기도,안산시 상록구,70,안산사랑상품권 다온,11
803,2019-05-01,경기도,안산시 단원구,10,안산사랑상품권 다온,60
804,2019-05-01,경기도,안산시 단원구,20,안산사랑상품권 다온,915
807,2019-05-01,경기도,안산시 단원구,30,안산사랑상품권 다온,2015
808,2019-05-01,경기도,안산시 단원구,40,안산사랑상품권 다온,3263
334,2019-04-01,경기도,안성시,10,안성사랑카드,3
337,2019-04-01,경기도,안성시,20,안성사랑카드,43
342,2019-04-01,경기도,안성시,30,안성사랑카드,154
344,2019-04-01,경기도,안성시,40,안성사랑카드,177
355,2019-04-01,경기도,안성시,50,안성사랑카드,81
366,2019-04-01,경기도,안성시,60,안성사랑카드,10
368,2019-04-01,경기도,안성시,70,안성사랑카드,8
821,2019-05-01,경기도,안성시,10,안성사랑카드,2
822,2019-05-01,경기도,안성시,20,안성사랑카드,162
823,2019-05-01,경기도,안성시,30,안성사랑카드,372
824,2019-05-01,경기도,안성시,40,안성사랑카드,623
825,2019-05-01,경기도,안성시,50,안성사랑카드,208
826,2019-05-01,경기도,안성시,60,안성사랑카드,62
827,2019-05-01,경기도,안성시,70,안성사랑카드,25
828,2019-05-01,경기도,안성시,80,안성사랑카드,6
1129,2019-06-01,경기도,안성시,10,안성사랑카드,7
1130,2019-06-01,경기도,안성시,20,안성사랑카드,286
1131,2019-06-01,경기도,안성시,30,안성사랑카드,648
1132,2019-06-01,경기도,안성시,40,안성사랑카드,1201
1133,2019-06-01,경기도,안성시,50,안성사랑카드,515
1134,2019-06-01,경기도,안성시,60,안성사랑카드,123
1135,2019-06-01,경기도,안성시,70,안성사랑카드,24
1136,2019-06-01,경기도,안성시,80,안성사랑카드,2
1468,2019-07-01,경기도,안성시,10,안성사랑카드,25
1,2019-03-01,경기도,양주시,40,양주사랑카드,3
376,2019-04-01,경기도,양주시,10,양주사랑카드,19
379,2019-04-01,경기도,양주시,20,양주사랑카드,184
381,2019-04-01,경기도,양주시,30,양주사랑카드,989
386,2019-04-01,경기도,양주시,40,양주사랑카드,1847
396,2019-04-01,경기도,양주시,50,양주사랑카드,573
399,2019-04-01,경기도,양주시,60,양주사랑카드,121
400,2019-04-01,경기도,양주시,70,양주사랑카드,23
401,2019-04-01,경기도,양주시,80,양주사랑카드,6
830,2019-05-01,경기도,양주시,10,양주사랑카드,95
1812,2019-08-01,경기도,양평군,20,양평농협 창립50주년 기프트카드,5
1814,2019-08-01,경기도,양평군,30,양평농협 창립50주년 기프트카드,4
1815,2019-08-01,경기도,양평군,40,양평농협 창립50주년 기프트카드,8
1817,2019-08-01,경기도,양평군,50,양평농협 창립50주년 기프트카드,8
1820,2019-08-01,경기도,양평군,60,양평농협 창립50주년 기프트카드,2
2148,2019-09-01,경기도,양평군,20,양평농협 창립50주년 기프트카드,6
2150,2019-09-01,경기도,양평군,30,양평농협 창립50주년 기프트카드,8
411,2019-04-01,경기도,여주시,10,여주사랑카드,2
412,2019-04-01,경기도,여주시,20,여주사랑카드,103
414,2019-04-01,경기도,여주시,30,여주사랑카드,189
416,2019-04-01,경기도,여주시,40,여주사랑카드,305
422,2019-04-01,경기도,여주시,50,여주사랑카드,198
423,2019-04-01,경기도,여주시,60,여주사랑카드,15
425,2019-04-01,경기도,여주시,70,여주사랑카드,2
848,2019-05-01,경기도,여주시,10,여주사랑카드,23
849,2019-05-01,경기도,여주시,20,여주사랑카드,191
426,2019-04-01,경기도,오산시,10,오산화폐 오색전,29
427,2019-04-01,경기도,오산시,20,오산화폐 오색전,117
428,2019-04-01,경기도,오산시,30,오산화폐 오색전,165
430,2019-04-01,경기도,오산시,40,오산화폐 오색전,413
434,2019-04-01,경기도,오산시,50,오산화폐 오색전,319
435,2019-04-01,경기도,오산시,60,오산화폐 오색전,84
438,2019-04-01,경기도,오산시,70,오산화폐 오색전,7
859,2019-05-01,경기도,오산시,10,오산화폐 오색전,105
860,2019-05-01,경기도,오산시,20,오산화폐 오색전,541
439,2019-04-01,경기도,용인시 기흥구,10,용인와이페이,4
460,2019-04-01,경기도,용인시 수지구,10,용인와이페이,10
467,2019-04-01,경기도,용인시 처인구,10,용인와이페이,6
868,2019-05-01,경기도,용인시 기흥구,10,용인와이페이,3
877,2019-05-01,경기도,용인시 수지구,10,용인와이페이,16
886,2019-05-01,경기도,용인시 처인구,10,용인와이페이,9
1186,2019-06-01,경기도,용인시 기흥구,10,용인와이페이,33
1195,2019-06-01,경기도,용인시 수지구,10,용인와이페이,29
1204,2019-06-01,경기도,용인시 처인구,10,용인와이페이,36
1525,2019-07-01,경기도,용인시 기흥구,10,용인와이페이,43
1533,2019-07-01,경기도,용인시 수지구,10,용인와이페이,46
1541,2019-07-01,경기도,용인시 처인구,10,용인와이페이,25
1851,2019-08-01,경기도,용인시 기흥구,10,용인와이페이,28
1858,2019-08-01,경기도,용인시 수지구,10,용인와이페이,43
1867,2019-08-01,경기도,용인시 처인구,10,용인와이페이,15
2184,2019-09-01,경기도,용인시 기흥구,10,용인와이페이,86
2193,2019-09-01,경기도,용인시 수지구,10,용인와이페이,70
2202,2019-09-01,경기도,용인시 처인구,10,용인와이페이,66
441,2019-04-01,경기도,용인시 기흥구,20,용인와이페이,67
461,2019-04-01,경기도,용인시 수지구,20,용인와이페이,59
468,2019-04-01,경기도,용인시 처인구,20,용인와이페이,69
869,2019-05-01,경기도,용인시 기흥구,20,용인와이페이,385
878,2019-05-01,경기도,용인시 수지구,20,용인와이페이,343
887,2019-05-01,경기도,용인시 처인구,20,용인와이페이,350
1187,2019-06-01,경기도,용인시 기흥구,20,용인와이페이,700
499,2019-04-01,경기도,의정부시,10,의정부사랑카드,23
507,2019-04-01,경기도,의정부시,20,의정부사랑카드,87
510,2019-04-01,경기도,의정부시,30,의정부사랑카드,236
553,2019-04-01,경기도,이천시,20,이천사랑지역화폐,19
554,2019-04-01,경기도,이천시,30,이천사랑지역화폐,84
556,2019-04-01,경기도,이천시,40,이천사랑지역화폐,56
557,2019-04-01,경기도,이천시,50,이천사랑지역화폐,40
558,2019-04-01,경기도,이천시,60,이천사랑지역화폐,4
559,2019-04-01,경기도,이천시,70,이천사랑지역화폐,3
560,2019-04-01,경기도,이천시,80,이천사랑지역화폐,1
903,2019-05-01,경기도,이천시,10,이천사랑지역화폐,1
594,2019-04-01,경기도,하남시,20,하남하머니,13
595,2019-04-01,경기도,하남시,30,하남하머니,35
597,2019-04-01,경기도,하남시,40,하남하머니,51
600,2019-04-01,경기도,하남시,50,하남하머니,45
602,2019-04-01,경기도,하남시,60,하남하머니,8
603,2019-04-01,경기도,하남시,70,하남하머니,3
1263,2019-06-01,경기도,화성시,20,행복화성지역화폐_화이트,3
1268,2019-06-01,경기도,화성시,30,행복화성지역화폐_화이트,12
1273,2019-06-01,경기도,화성시,40,행복화성지역화폐_화이트,59
1277,2019-06-01,경기도,화성시,50,행복화성지역화폐_화이트,3
1602,2019-07-01,경기도,화성시,20,행복화성지역화폐_화이트,1
1604,2019-07-01,경기도,화성시,30,행복화성지역화폐_화이트,16
1610,2019-07-01,경기도,화성시,40,행복화성지역화폐_화이트,154
1617,2019-07-01,경기도,화성시,60,행복화성지역화폐_화이트,1
1926,2019-08-01,경기도,화성시,30,행복화성지역화폐_화이트,15
1930,2019-08-01,경기도,화성시,40,행복화성지역화폐_화이트,91
1932,2019-08-01,경기도,화성시,50,행복화성지역화폐_화이트,1
2263,2019-09-01,경기도,화성시,30,행복화성지역화폐_화이트,29
2265,2019-09-01,경기도,화성시,40,행복화성지역화폐_화이트,168
2269,2019-09-01,경기도,화성시,50,행복화성지역화폐_화이트,1
2272,2019-09-01,경기도,화성시,60,행복화성지역화폐_화이트,1
604,2019-04-01,경기도,화성시,10,행복화성지역화폐,28
607,2019-04-01,경기도,화성시,20,행복화성지역화폐,193
614,2019-04-01,경기도,화성시,30,행복화성지역화폐,1499
617,2019-04-01,경기도,화성시,40,행복화성지역화폐,2197
631,2019-04-01,경기도,화성시,50,행복화성지역화폐,517
632,2019-04-01,경기도,화성시,60,행복화성지역화폐,87
633,2019-04-01,경기도,화성시,70,행복화성지역화폐,131
933,2019-05-01,경기도,화성시,10,행복화성지역화폐,91
935,2019-05-01,경기도,화성시,20,행복화성지역화폐,897
937,2019-05-01,경기도,화성시,30,행복화성지역화폐,6657
942,2019-05-01,경기도,화성시,40,행복화성지역화폐,9529
943,2019-05-01,경기도,화성시,50,행복화성지역화폐,1932
946,2019-05-01,경기도,화성시,60,행복화성지역화폐,295
947,2019-05-01,경기도,화성시,70,행복화성지역화폐,58
948,2019-05-01,경기도,화성시,80,행복화성지역화폐,2
1261,2019-06-01,경기도,화성시,10,행복화성지역화폐,149
635,2019-05-01,경기도,가평군,10,가평사랑상품권,11
636,2019-05-01,경기도,가평군,20,가평사랑상품권,32
637,2019-05-01,경기도,가평군,30,가평사랑상품권,156
638,2019-05-01,경기도,가평군,40,가평사랑상품권,204
639,2019-05-01,경기도,가평군,50,가평사랑상품권,328
640,2019-05-01,경기도,가평군,60,가평사랑상품권,12
21,2019-04-01,경기도,고양시 덕양구,60,고양페이카드,8
641,2019-05-01,경기도,고양시 덕양구,10,고양페이카드,6
642,2019-05-01,경기도,고양시 덕양구,20,고양페이카드,276
643,2019-05-01,경기도,고양시 덕양구,30,고양페이카드,864
644,2019-05-01,경기도,고양시 덕양구,40,고양페이카드,1077
645,2019-05-01,경기도,고양시 덕양구,50,고양페이카드,694
652,2019-05-01,경기도,고양시 일산동구,30,고양페이카드,563
655,2019-05-01,경기도,고양시 일산동구,40,고양페이카드,688
657,2019-05-01,경기도,고양시 일산동구,50,고양페이카드,383
658,2019-05-01,경기도,고양시 일산동구,60,고양페이카드,79
659,2019-05-01,경기도,고양시 일산동구,70,고양페이카드,11
965,2019-06-01,경기도,고양시 일산동구,10,고양페이카드,69
967,2019-06-01,경기도,고양시 일산동구,20,고양페이카드,568
968,2019-06-01,경기도,고양시 일산동구,30,고양페이카드,1093
969,2019-06-01,경기도,고양시 일산동구,40,고양페이카드,1458
970,2019-06-01,경기도,고양시 일산동구,50,고양페이카드,743
971,2019-06-01,경기도,고양시 일산동구,60,고양페이카드,160
972,2019-06-01,경기도,고양시 일산동구,70,고양페이카드,6
1295,2019-07-01,경기도,고양시 일산동구,10,고양페이카드,123
1304,2019-07-01,경기도,고양시 일산서구,10,고양페이카드,127
1305,2019-07-01,경기도,고양시 일산서구,20,고양페이카드,1200
1306,2019-07-01,경기도,고양시 일산서구,30,고양페이카드,3290
1308,2019-07-01,경기도,고양시 일산서구,40,고양페이카드,5826
1311,2019-07-01,경기도,고양시 일산서구,50,고양페이카드,3263
1312,2019-07-01,경기도,고양시 일산서구,60,고양페이카드,647
1313,2019-07-01,경기도,고양시 일산서구,70,고양페이카드,68
1314,2019-07-01,경기도,고양시 일산서구,80,고양페이카드,3
1644,2019-08-01,경기도,고양시 일산서구,10,고양페이카드,147
1645,2019-08-01,경기도,고양시 일산서구,20,고양페이카드,1649
1646,2019-08-01,경기도,고양시 일산서구,30,고양페이카드,4422
672,2019-05-01,경기도,과천시,20,과천화폐 과천토리,183
673,2019-05-01,경기도,과천시,30,과천화폐 과천토리,629
674,2019-05-01,경기도,과천시,40,과천화폐 과천토리,1032
675,2019-05-01,경기도,과천시,50,과천화폐 과천토리,596
676,2019-05-01,경기도,과천시,60,과천화폐 과천토리,93
677,2019-05-01,경기도,과천시,70,과천화폐 과천토리,25
981,2019-06-01,경기도,과천시,10,과천화폐 과천토리,49
678,2019-05-01,경기도,광명시,10,광명사랑화폐,15
679,2019-05-01,경기도,광명시,20,광명사랑화폐,400
680,2019-05-01,경기도,광명시,30,광명사랑화폐,1247
681,2019-05-01,경기도,광명시,40,광명사랑화폐,2902
682,2019-05-01,경기도,광명시,50,광명사랑화폐,2007
683,2019-05-01,경기도,광명시,60,광명사랑화폐,424
684,2019-05-01,경기도,광명시,70,광명사랑화폐,44
685,2019-05-01,경기도,광명시,80,광명사랑화폐,11
1335,2019-07-01,경기도,광주시,40,광주사랑카드,1980
1336,2019-07-01,경기도,광주시,50,광주사랑카드,1155
1337,2019-07-01,경기도,광주시,60,광주사랑카드,239
1338,2019-07-01,경기도,광주시,70,광주사랑카드,15
1339,2019-07-01,경기도,광주시,80,광주사랑카드,2
1669,2019-08-01,경기도,광주시,10,광주사랑카드,56
1670,2019-08-01,경기도,광주시,20,광주사랑카드,399
693,2019-05-01,경기도,구리시,10,구리사랑카드,6
695,2019-05-01,경기도,구리시,20,구리사랑카드,112
698,2019-05-01,경기도,구리시,30,구리사랑카드,254
699,2019-05-01,경기도,구리시,40,구리사랑카드,431
704,2019-05-01,경기도,구리시,50,구리사랑카드,214
705,2019-05-01,경기도,구리시,60,구리사랑카드,48
707,2019-05-01,경기도,구리시,70,구리사랑카드,2
1005,2019-06-01,경기도,구리시,10,구리사랑카드,38
1006,2019-06-01,경기도,구리시,20,구리사랑카드,413
107,2019-04-01,경기도,군포시,10,군포愛머니,82
108,2019-04-01,경기도,군포시,20,군포愛머니,669
109,2019-04-01,경기도,군포시,30,군포愛머니,1432
114,2019-04-01,경기도,군포시,40,군포愛머니,2371
116,2019-04-01,경기도,군포시,50,군포愛머니,2197
118,2019-04-01,경기도,군포시,60,군포愛머니,495
119,2019-04-01,경기도,군포시,70,군포愛머니,72
120,2019-04-01,경기도,남양주시,10,Thank You Pay-N,1
122,2019-04-01,경기도,남양주시,20,Thank You Pay-N,63
1048,2019-06-01,경기도,동두천시,70,동두천사랑카드,30
1049,2019-06-01,경기도,동두천시,80,동두천사랑카드,4
1371,2019-07-01,경기도,동두천시,10,동두천사랑카드,29
1372,2019-07-01,경기도,동두천시,20,동두천사랑카드,254
1374,2019-07-01,경기도,동두천시,30,동두천사랑카드,622
1376,2019-07-01,경기도,동두천시,40,동두천사랑카드,776
1377,2019-07-01,경기도,동두천시,50,동두천사랑카드,571
1379,2019-07-01,경기도,동두천시,60,동두천사랑카드,172
1380,2019-07-01,경기도,동두천시,70,동두천사랑카드,33
1381,2019-07-01,경기도,동두천시,80,동두천사랑카드,6
173,2019-04-01,경기도,부천시,10,부천페이,69
177,2019-04-01,경기도,부천시,20,부천페이,1020
185,2019-04-01,경기도,부천시,30,부천페이,2330
194,2019-04-01,경기도,부천시,40,부천페이,3183
200,2019-04-01,경기도,부천시,50,부천페이,1511
206,2019-04-01,경기도,부천시,60,부천페이,482
211,2019-04-01,경기도,부천시,70,부천페이,39
212,2019-04-01,경기도,부천시,80,부천페이,6
